"","X1","X1_3","X1_2","X1_1","stimuliShown","group_1","perceptual_result","block","stim1","stim2","response","rt","reward","ID","stim_chosen","typeOfChoice","highChosen","riskChosen","forced","choices","win","correct","risky","trial","trial_cont","trial_id","trial_n","trigger_integer","buttonBox_2.keys","participant","ID_n","trigger_feedback","trialIndex","first_observer","second_observer","block_soc","pair_type"
"4241",4252,4252,4252,4252,42,"overestimator","overestimator",3,4,2,1,0.4791985,53,8,2,5,1,NA,0,0,NA,1,NA,101,101,461,101,42,"1","sub-008",8,43,101,"in-group","out-group","out-group","different"
"4242",4253,4253,4253,4253,24,"overestimator","overestimator",3,2,4,0,0.5419698,64,8,2,5,1,NA,0,1,NA,1,NA,102,102,462,102,24,"0","sub-008",8,25,102,"in-group","out-group","out-group","different"
"4243",4254,4254,4254,4254,43,"overestimator","overestimator",3,4,3,1,1.0535143,28,8,3,6,NA,1,0,0,-1,NA,1,103,103,463,103,43,"1","sub-008",8,44,103,"in-group","out-group","out-group","both_low"
"4244",4255,4255,4255,4255,14,"overestimator","overestimator",3,1,4,0,0.5658808,72,8,1,3,1,NA,0,1,NA,1,NA,104,104,464,104,14,"0","sub-008",8,15,104,"in-group","out-group","out-group","different"
"4245",4256,4256,4256,4256,31,"overestimator","overestimator",3,3,1,1,0.6915126,61,8,1,2,1,NA,0,0,NA,1,NA,105,105,465,105,31,"1","sub-008",8,32,105,"in-group","out-group","out-group","different"
"4246",4257,4257,4257,4257,34,"overestimator","overestimator",3,3,4,0,0.9416925,48,8,3,6,NA,1,0,1,-1,NA,1,106,106,466,106,34,"0","sub-008",8,35,106,"in-group","out-group","out-group","both_low"
"4247",4258,4258,4258,4258,13,"overestimator","overestimator",3,1,3,0,0.6303131,65,8,1,2,1,NA,0,1,NA,1,NA,107,107,467,107,13,"0","sub-008",8,14,107,"in-group","out-group","out-group","different"
"4248",4259,4259,4259,4259,23,"overestimator","overestimator",3,2,3,0,1.3105497,60,8,2,4,1,NA,0,1,NA,1,NA,108,108,468,108,23,"0","sub-008",8,24,108,"in-group","out-group","out-group","different"
"4249",4260,4260,4260,4260,14,"overestimator","overestimator",3,1,4,0,0.6543704,82,8,1,3,1,NA,0,1,NA,1,NA,109,109,469,109,14,"0","sub-008",8,15,109,"in-group","out-group","out-group","different"
"4250",4261,4261,4261,4261,43,"overestimator","overestimator",3,4,3,0,1.0300326,28,8,4,6,NA,0,0,1,-1,NA,0,110,110,470,110,43,"0","sub-008",8,44,110,"in-group","out-group","out-group","both_low"
"4251",4262,4262,4262,4262,31,"overestimator","overestimator",3,3,1,1,0.7431632,31,8,1,2,1,NA,0,0,NA,1,NA,111,111,471,111,31,"1","sub-008",8,32,111,"in-group","out-group","out-group","different"
"4252",4263,4263,4263,4263,24,"overestimator","overestimator",3,2,4,0,0.6195327,70,8,2,5,1,NA,0,1,NA,1,NA,112,112,472,112,24,"0","sub-008",8,25,112,"in-group","out-group","out-group","different"
"4253",4264,4264,4264,4264,43,"overestimator","overestimator",3,4,3,1,0.9324205,69,8,3,6,NA,1,0,0,-1,NA,1,113,113,473,113,43,"1","sub-008",8,44,113,"in-group","out-group","out-group","both_low"
"4254",4265,4265,4265,4265,21,"overestimator","overestimator",3,2,1,1,1.1170425,47,8,1,1,NA,1,0,0,1,NA,1,114,114,474,114,21,"1","sub-008",8,22,114,"in-group","out-group","out-group","both_high"
"4255",4266,4266,4266,4266,42,"overestimator","overestimator",3,4,2,1,0.7311505,58,8,2,5,1,NA,0,0,NA,1,NA,115,115,475,115,42,"1","sub-008",8,43,115,"in-group","out-group","out-group","different"
"4256",4267,4267,4267,4267,41,"overestimator","overestimator",3,4,1,1,0.7551619,77,8,1,3,1,NA,0,0,NA,1,NA,116,116,476,116,41,"1","sub-008",8,42,116,"in-group","out-group","out-group","different"
"4257",4268,4268,4268,4268,42,"overestimator","overestimator",3,4,2,1,0.8036132,65,8,2,5,1,NA,0,0,NA,1,NA,117,117,477,117,42,"1","sub-008",8,43,117,"in-group","out-group","out-group","different"
"4258",4269,4269,4269,4269,42,"overestimator","overestimator",3,4,2,1,0.5977716,68,8,2,5,1,NA,0,0,NA,1,NA,118,118,478,118,42,"1","sub-008",8,43,118,"in-group","out-group","out-group","different"
"4259",4270,4270,4270,4270,12,"overestimator","overestimator",3,1,2,0,0.7557893,76,8,1,1,NA,1,0,1,1,NA,1,119,119,479,119,12,"0","sub-008",8,13,119,"in-group","out-group","out-group","both_high"
"4260",4271,4271,4271,4271,34,"overestimator","overestimator",3,3,4,1,1.066329,40,8,4,6,NA,0,0,0,-1,NA,0,120,120,480,120,34,"1","sub-008",8,35,120,"in-group","out-group","out-group","both_low"
"4261",4272,4272,4272,4272,34,"overestimator","overestimator",3,3,4,1,0.9784454,40,8,4,6,NA,0,0,0,-1,NA,0,121,121,481,121,34,"1","sub-008",8,35,121,"in-group","out-group","out-group","both_low"
"4262",4273,4273,4273,4273,42,"overestimator","overestimator",3,4,2,1,0.8177881,61,8,2,5,1,NA,0,0,NA,1,NA,122,122,482,122,42,"1","sub-008",8,43,122,"in-group","out-group","out-group","different"
"4263",4274,4274,4274,4274,21,"overestimator","overestimator",3,2,1,1,0.9825191,41,8,1,1,NA,1,0,0,1,NA,1,123,123,483,123,21,"1","sub-008",8,22,123,"in-group","out-group","out-group","both_high"
"4264",4275,4275,4275,4275,32,"overestimator","overestimator",3,3,2,1,1.268193,66,8,2,4,1,NA,0,0,NA,1,NA,124,124,484,124,32,"1","sub-008",8,33,124,"in-group","out-group","out-group","different"
"4265",4276,4276,4276,4276,13,"overestimator","overestimator",3,1,3,0,0.5567881,78,8,1,2,1,NA,0,1,NA,1,NA,125,125,485,125,13,"0","sub-008",8,14,125,"in-group","out-group","out-group","different"
"4266",4277,4277,4277,4277,13,"overestimator","overestimator",3,1,3,0,0.4045955,88,8,1,2,1,NA,0,1,NA,1,NA,126,126,486,126,13,"0","sub-008",8,14,126,"in-group","out-group","out-group","different"
"4267",4278,4278,4278,4278,43,"overestimator","overestimator",3,4,3,1,0.6801631,53,8,3,6,NA,1,0,0,-1,NA,1,127,127,487,127,43,"1","sub-008",8,44,127,"in-group","out-group","out-group","both_low"
"4268",4279,4279,4279,4279,12,"overestimator","overestimator",3,1,2,0,0.6567577,38,8,1,1,NA,1,0,1,1,NA,1,128,128,488,128,12,"0","sub-008",8,13,128,"in-group","out-group","out-group","both_high"
"4269",4280,4280,4280,4280,41,"overestimator","overestimator",3,4,1,1,0.6165576,49,8,1,3,1,NA,0,0,NA,1,NA,129,129,489,129,41,"1","sub-008",8,42,129,"in-group","out-group","out-group","different"
"4270",4281,4281,4281,4281,21,"overestimator","overestimator",3,2,1,1,0.4963117,56,8,1,1,NA,1,0,0,1,NA,1,130,130,490,130,21,"1","sub-008",8,22,130,"in-group","out-group","out-group","both_high"
"4271",4282,4282,4282,4282,12,"overestimator","overestimator",3,1,2,0,0.4444278,43,8,1,1,NA,1,0,1,1,NA,1,131,131,491,131,12,"0","sub-008",8,13,131,"in-group","out-group","out-group","both_high"
"4272",4283,4283,4283,4283,14,"overestimator","overestimator",3,1,4,0,0.4149447,89,8,1,3,1,NA,0,1,NA,1,NA,132,132,492,132,14,"0","sub-008",8,15,132,"in-group","out-group","out-group","different"
"4273",4284,4284,4284,4284,13,"overestimator","overestimator",3,1,3,0,0.4413255,83,8,1,2,1,NA,0,1,NA,1,NA,133,133,493,133,13,"0","sub-008",8,14,133,"in-group","out-group","out-group","different"
"4274",4285,4285,4285,4285,42,"overestimator","overestimator",3,4,2,1,0.817763,68,8,2,5,1,NA,0,0,NA,1,NA,134,134,494,134,42,"1","sub-008",8,43,134,"in-group","out-group","out-group","different"
"4275",4286,4286,4286,4286,14,"overestimator","overestimator",3,1,4,0,0.4792944,43,8,1,3,1,NA,0,1,NA,1,NA,135,135,495,135,14,"0","sub-008",8,15,135,"in-group","out-group","out-group","different"
"4276",4287,4287,4287,4287,21,"overestimator","overestimator",3,2,1,1,0.6300216,42,8,1,1,NA,1,0,0,1,NA,1,136,136,496,136,21,"1","sub-008",8,22,136,"in-group","out-group","out-group","both_high"
"4277",4288,4288,4288,4288,43,"overestimator","overestimator",3,4,3,0,1.1293349,33,8,4,6,NA,0,0,1,-1,NA,0,137,137,497,137,43,"0","sub-008",8,44,137,"in-group","out-group","out-group","both_low"
"4278",4289,4289,4289,4289,24,"overestimator","overestimator",3,2,4,0,0.668074,62,8,2,5,1,NA,0,1,NA,1,NA,138,138,498,138,24,"0","sub-008",8,25,138,"in-group","out-group","out-group","different"
"4279",4290,4290,4290,4290,12,"overestimator","overestimator",3,1,2,0,0.602431,68,8,1,1,NA,1,0,1,1,NA,1,139,139,499,139,12,"0","sub-008",8,13,139,"in-group","out-group","out-group","both_high"
"4280",4291,4291,4291,4291,23,"overestimator","overestimator",3,2,3,0,0.7958076,58,8,2,4,1,NA,0,1,NA,1,NA,140,140,500,140,23,"0","sub-008",8,24,140,"in-group","out-group","out-group","different"
"4281",4292,4292,4292,4292,34,"overestimator","overestimator",3,3,4,0,1.0661785,30,8,3,6,NA,1,0,1,-1,NA,1,141,141,501,141,34,"0","sub-008",8,35,141,"in-group","out-group","out-group","both_low"
"4282",4293,4293,4293,4293,31,"overestimator","overestimator",3,3,1,1,0.5795281,34,8,1,2,1,NA,0,0,NA,1,NA,142,142,502,142,31,"1","sub-008",8,32,142,"in-group","out-group","out-group","different"
"4283",4294,4294,4294,4294,23,"overestimator","overestimator",3,2,3,0,0.7574856,53,8,2,4,1,NA,0,1,NA,1,NA,143,143,503,143,23,"0","sub-008",8,24,143,"in-group","out-group","out-group","different"
"4284",4295,4295,4295,4295,21,"overestimator","overestimator",3,2,1,1,0.5422454,59,8,1,1,NA,1,0,0,1,NA,1,144,144,504,144,21,"1","sub-008",8,22,144,"in-group","out-group","out-group","both_high"
"4285",4296,4296,4296,4296,34,"overestimator","overestimator",3,3,4,0,0.5394057,47,8,3,6,NA,1,0,1,-1,NA,1,145,145,505,145,34,"0","sub-008",8,35,145,"in-group","out-group","out-group","both_low"
"4286",4297,4297,4297,4297,34,"overestimator","overestimator",3,3,4,0,0.5774601,7,8,3,6,NA,1,0,1,-1,NA,1,146,146,506,146,34,"0","sub-008",8,35,146,"in-group","out-group","out-group","both_low"
"4287",4298,4298,4298,4298,12,"overestimator","overestimator",3,1,2,0,0.5369188,59,8,1,1,NA,1,0,1,1,NA,1,147,147,507,147,12,"0","sub-008",8,13,147,"in-group","out-group","out-group","both_high"
"4288",4299,4299,4299,4299,31,"overestimator","overestimator",3,3,1,1,0.566936,60,8,1,2,1,NA,0,0,NA,1,NA,148,148,508,148,31,"1","sub-008",8,32,148,"in-group","out-group","out-group","different"
"4289",4300,4300,4300,4300,32,"overestimator","overestimator",3,3,2,0,0.5425089,43,8,3,4,0,NA,0,1,NA,0,NA,149,149,509,149,32,"0","sub-008",8,33,149,"in-group","out-group","out-group","different"
"4290",4301,4301,4301,4301,31,"overestimator","overestimator",3,3,1,1,0.5324643,39,8,1,2,1,NA,0,0,NA,1,NA,150,150,510,150,31,"1","sub-008",8,32,150,"in-group","out-group","out-group","different"
"4291",4302,4302,4302,4302,24,"overestimator","overestimator",3,2,4,0,0.5555766,58,8,2,5,1,NA,0,1,NA,1,NA,151,151,511,151,24,"0","sub-008",8,25,151,"in-group","out-group","out-group","different"
"4292",4303,4303,4303,4303,24,"overestimator","overestimator",3,2,4,0,0.5671214,65,8,2,5,1,NA,0,1,NA,1,NA,152,152,512,152,24,"0","sub-008",8,25,152,"in-group","out-group","out-group","different"
"4293",4304,4304,4304,4304,41,"overestimator","overestimator",3,4,1,1,0.5016555,73,8,1,3,1,NA,0,0,NA,1,NA,153,153,513,153,41,"1","sub-008",8,42,153,"in-group","out-group","out-group","different"
"4294",4305,4305,4305,4305,24,"overestimator","overestimator",3,2,4,0,0.5425965,69,8,2,5,1,NA,0,1,NA,1,NA,154,154,514,154,24,"0","sub-008",8,25,154,"in-group","out-group","out-group","different"
"4295",4306,4306,4306,4306,41,"overestimator","overestimator",3,4,1,1,0.6664405,56,8,1,3,1,NA,0,0,NA,1,NA,155,155,515,155,41,"1","sub-008",8,42,155,"in-group","out-group","out-group","different"
"4296",4307,4307,4307,4307,24,"overestimator","overestimator",3,2,4,0,0.7217988,56,8,2,5,1,NA,0,1,NA,1,NA,156,156,516,156,24,"0","sub-008",8,25,156,"in-group","out-group","out-group","different"
"4297",4308,4308,4308,4308,13,"overestimator","overestimator",3,1,3,1,0.6684438,55,8,3,2,0,NA,0,0,NA,0,NA,157,157,517,157,13,"1","sub-008",8,14,157,"in-group","out-group","out-group","different"
"4298",4309,4309,4309,4309,31,"overestimator","overestimator",3,3,1,1,0.789826,67,8,1,2,1,NA,0,0,NA,1,NA,158,158,518,158,31,"1","sub-008",8,32,158,"in-group","out-group","out-group","different"
"4299",4310,4310,4310,4310,12,"overestimator","overestimator",3,1,2,0,0.6559887,27,8,1,1,NA,1,0,1,1,NA,1,159,159,519,159,12,"0","sub-008",8,13,159,"in-group","out-group","out-group","both_high"
"4300",4311,4311,4311,4311,14,"overestimator","overestimator",3,1,4,0,0.641481,60,8,1,3,1,NA,0,1,NA,1,NA,160,160,520,160,14,"0","sub-008",8,15,160,"in-group","out-group","out-group","different"
"4301",4312,4312,4312,4312,32,"overestimator","overestimator",3,3,2,1,1.6204569,61,8,2,4,1,NA,0,0,NA,1,NA,161,161,521,161,32,"1","sub-008",8,33,161,"in-group","out-group","out-group","different"
"4302",4313,4313,4313,4313,23,"overestimator","overestimator",3,2,3,0,0.8150431,58,8,2,4,1,NA,0,1,NA,1,NA,162,162,522,162,23,"0","sub-008",8,24,162,"in-group","out-group","out-group","different"
"4303",4314,4314,4314,4314,41,"overestimator","overestimator",3,4,1,1,0.5788792,55,8,1,3,1,NA,0,0,NA,1,NA,163,163,523,163,41,"1","sub-008",8,42,163,"in-group","out-group","out-group","different"
"4304",4315,4315,4315,4315,43,"overestimator","overestimator",3,4,3,0,2.2260033,45,8,4,6,NA,0,0,1,-1,NA,0,164,164,524,164,43,"0","sub-008",8,44,164,"in-group","out-group","out-group","both_low"
"4305",4316,4316,4316,4316,24,"overestimator","overestimator",3,2,4,0,0.7910184,70,8,2,5,1,NA,0,1,NA,1,NA,165,165,525,165,24,"0","sub-008",8,25,165,"in-group","out-group","out-group","different"
"4306",4317,4317,4317,4317,34,"overestimator","overestimator",3,3,4,1,0.8070335,44,8,4,6,NA,0,0,0,-1,NA,0,166,166,526,166,34,"1","sub-008",8,35,166,"in-group","out-group","out-group","both_low"
"4307",4318,4318,4318,4318,41,"overestimator","overestimator",3,4,1,1,1.2279585,51,8,1,3,1,NA,0,0,NA,1,NA,167,167,527,167,41,"1","sub-008",8,42,167,"in-group","out-group","out-group","different"
"4308",4319,4319,4319,4319,21,"overestimator","overestimator",3,2,1,1,0.4398025,46,8,1,1,NA,1,0,0,1,NA,1,168,168,528,168,21,"1","sub-008",8,22,168,"in-group","out-group","out-group","both_high"
"4309",4320,4320,4320,4320,43,"overestimator","overestimator",3,4,3,0,0.5164655,43,8,4,6,NA,0,0,1,-1,NA,0,169,169,529,169,43,"0","sub-008",8,44,169,"in-group","out-group","out-group","both_low"
"4310",4321,4321,4321,4321,42,"overestimator","overestimator",3,4,2,0,0.5920804,42,8,4,5,0,NA,0,1,NA,0,NA,170,170,530,170,42,"0","sub-008",8,43,170,"in-group","out-group","out-group","different"
"4311",4322,4322,4322,4322,31,"overestimator","overestimator",3,3,1,0,0.8056814,9,8,3,2,0,NA,0,1,NA,0,NA,171,171,531,171,31,"0","sub-008",8,32,171,"in-group","out-group","out-group","different"
"4312",4323,4323,4323,4323,32,"overestimator","overestimator",3,3,2,1,0.5293361,50,8,2,4,1,NA,0,0,NA,1,NA,172,172,532,172,32,"1","sub-008",8,33,172,"in-group","out-group","out-group","different"
"4313",4324,4324,4324,4324,42,"overestimator","overestimator",3,4,2,1,0.6932682,63,8,2,5,1,NA,0,0,NA,1,NA,173,173,533,173,42,"1","sub-008",8,43,173,"in-group","out-group","out-group","different"
"4314",4325,4325,4325,4325,31,"overestimator","overestimator",3,3,1,1,0.4299468,70,8,1,2,1,NA,0,0,NA,1,NA,174,174,534,174,31,"1","sub-008",8,32,174,"in-group","out-group","out-group","different"
"4315",4326,4326,4326,4326,14,"overestimator","overestimator",3,1,4,0,0.4525523,82,8,1,3,1,NA,0,1,NA,1,NA,175,175,535,175,14,"0","sub-008",8,15,175,"in-group","out-group","out-group","different"
"4316",4327,4327,4327,4327,31,"overestimator","overestimator",3,3,1,1,0.492262,44,8,1,2,1,NA,0,0,NA,1,NA,176,176,536,176,31,"1","sub-008",8,32,176,"in-group","out-group","out-group","different"
"4317",4328,4328,4328,4328,41,"overestimator","overestimator",3,4,1,1,0.4155893,51,8,1,3,1,NA,0,0,NA,1,NA,177,177,537,177,41,"1","sub-008",8,42,177,"in-group","out-group","out-group","different"
"4318",4329,4329,4329,4329,23,"overestimator","overestimator",3,2,3,0,0.6018671,53,8,2,4,1,NA,0,1,NA,1,NA,178,178,538,178,23,"0","sub-008",8,24,178,"in-group","out-group","out-group","different"
"4319",4330,4330,4330,4330,43,"overestimator","overestimator",3,4,3,1,0.5347879,37,8,3,6,NA,1,0,0,-1,NA,1,179,179,539,179,43,"1","sub-008",8,44,179,"in-group","out-group","out-group","both_low"
"4320",4331,4331,4331,4331,43,"overestimator","overestimator",3,4,3,1,0.4548462,67,8,3,6,NA,1,0,0,-1,NA,1,180,180,540,180,43,"1","sub-008",8,44,180,"in-group","out-group","out-group","both_low"
"4321",4334,4334,4334,4334,24,"overestimator","underestimator",1,2,4,0,1.2929431,65,9,2,5,1,NA,0,1,NA,1,NA,1,1,1,1,24,"0","sub-009",9,25,1,"out-group","in-group","baseline","different"
"4322",4335,4335,4335,4335,32,"overestimator","underestimator",1,3,2,1,0.789039599999967,54,9,2,4,1,NA,0,0,NA,1,NA,2,2,2,2,32,"1","sub-009",9,33,2,"out-group","in-group","baseline","different"
"4323",4336,4336,4336,4336,21,"overestimator","underestimator",1,2,1,1,1.31622800000002,70,9,1,1,NA,1,0,0,1,NA,1,3,3,3,3,21,"1","sub-009",9,22,3,"out-group","in-group","baseline","both_high"
"4324",4337,4337,4337,4337,14,"overestimator","underestimator",1,1,4,0,1.21795550000002,69,9,1,3,1,NA,0,1,NA,1,NA,4,4,4,4,14,"0","sub-009",9,15,4,"out-group","in-group","baseline","different"
"4325",4338,4338,4338,4338,13,"overestimator","underestimator",1,1,3,1,1.56828039999999,19,9,3,2,0,NA,0,0,NA,0,NA,5,5,5,5,13,"1","sub-009",9,14,5,"out-group","in-group","baseline","different"
"4326",4339,4339,4339,4339,21,"overestimator","underestimator",1,2,1,1,1.04526709999999,66,9,1,1,NA,1,0,0,1,NA,1,6,6,6,6,21,"1","sub-009",9,22,6,"out-group","in-group","baseline","both_high"
"4327",4340,4340,4340,4340,12,"overestimator","underestimator",1,1,2,0,0.995298699999978,45,9,1,1,NA,1,0,1,1,NA,1,7,7,7,7,12,"0","sub-009",9,13,7,"out-group","in-group","baseline","both_high"
"4328",4341,4341,4341,4341,12,"overestimator","underestimator",1,1,2,1,0.983528700000022,60,9,2,1,NA,0,0,0,1,NA,0,8,8,8,8,12,"1","sub-009",9,13,8,"out-group","in-group","baseline","both_high"
"4329",4342,4342,4342,4342,24,"overestimator","underestimator",1,2,4,0,0.909678299999996,61,9,2,5,1,NA,0,1,NA,1,NA,9,9,9,9,24,"0","sub-009",9,25,9,"out-group","in-group","baseline","different"
"4330",4343,4343,4343,4343,23,"overestimator","underestimator",1,2,3,0,0.776296100000025,66,9,2,4,1,NA,0,1,NA,1,NA,10,10,10,10,23,"0","sub-009",9,24,10,"out-group","in-group","baseline","different"
"4331",4344,4344,4344,4344,43,"overestimator","underestimator",1,4,3,0,1.68465729999997,35,9,4,6,NA,0,0,1,-1,NA,0,11,11,11,11,43,"0","sub-009",9,44,11,"out-group","in-group","baseline","both_low"
"4332",4345,4345,4345,4345,41,"overestimator","underestimator",1,4,1,1,0.712111599999957,50,9,1,3,1,NA,0,0,NA,1,NA,12,12,12,12,41,"1","sub-009",9,42,12,"out-group","in-group","baseline","different"
"4333",4346,4346,4346,4346,32,"overestimator","underestimator",1,3,2,1,1.05400530000003,48,9,2,4,1,NA,0,0,NA,1,NA,13,13,13,13,32,"1","sub-009",9,33,13,"out-group","in-group","baseline","different"
"4334",4347,4347,4347,4347,23,"overestimator","underestimator",1,2,3,0,0.999705800000015,61,9,2,4,1,NA,0,1,NA,1,NA,14,14,14,14,23,"0","sub-009",9,24,14,"out-group","in-group","baseline","different"
"4335",4348,4348,4348,4348,24,"overestimator","underestimator",1,2,4,0,0.871312100000011,59,9,2,5,1,NA,0,1,NA,1,NA,15,15,15,15,24,"0","sub-009",9,25,15,"out-group","in-group","baseline","different"
"4336",4349,4349,4349,4349,23,"overestimator","underestimator",1,2,3,0,0.801557500000001,57,9,2,4,1,NA,0,1,NA,1,NA,16,16,16,16,23,"0","sub-009",9,24,16,"out-group","in-group","baseline","different"
"4337",4350,4350,4350,4350,12,"overestimator","underestimator",1,1,2,0,1.06866989999997,54,9,1,1,NA,1,0,1,1,NA,1,17,17,17,17,12,"0","sub-009",9,13,17,"out-group","in-group","baseline","both_high"
"4338",4351,4351,4351,4351,32,"overestimator","underestimator",1,3,2,1,0.719285799999966,56,9,2,4,1,NA,0,0,NA,1,NA,18,18,18,18,32,"1","sub-009",9,33,18,"out-group","in-group","baseline","different"
"4339",4352,4352,4352,4352,43,"overestimator","underestimator",1,4,3,0,1.14510730000001,31,9,4,6,NA,0,0,1,-1,NA,0,19,19,19,19,43,"0","sub-009",9,44,19,"out-group","in-group","baseline","both_low"
"4340",4353,4353,4353,4353,13,"overestimator","underestimator",1,1,3,0,0.976680299999998,55,9,1,2,1,NA,0,1,NA,1,NA,20,20,20,20,13,"0","sub-009",9,14,20,"out-group","in-group","baseline","different"
"4341",4354,4354,4354,4354,31,"overestimator","underestimator",1,3,1,1,0.64178179999999,89,9,1,2,1,NA,0,0,NA,1,NA,21,21,21,21,31,"1","sub-009",9,32,21,"out-group","in-group","baseline","different"
"4342",4355,4355,4355,4355,14,"overestimator","underestimator",1,1,4,0,0.875964700000054,59,9,1,3,1,NA,0,1,NA,1,NA,22,22,22,22,14,"0","sub-009",9,15,22,"out-group","in-group","baseline","different"
"4343",4356,4356,4356,4356,23,"overestimator","underestimator",1,2,3,0,1.04942490000008,70,9,2,4,1,NA,0,1,NA,1,NA,23,23,23,23,23,"0","sub-009",9,24,23,"out-group","in-group","baseline","different"
"4344",4357,4357,4357,4357,21,"overestimator","underestimator",1,2,1,1,1.18427559999998,91,9,1,1,NA,1,0,0,1,NA,1,24,24,24,24,21,"1","sub-009",9,22,24,"out-group","in-group","baseline","both_high"
"4345",4358,4358,4358,4358,23,"overestimator","underestimator",1,2,3,0,0.870906999999988,63,9,2,4,1,NA,0,1,NA,1,NA,25,25,25,25,23,"0","sub-009",9,24,25,"out-group","in-group","baseline","different"
"4346",4359,4359,4359,4359,13,"overestimator","underestimator",1,1,3,0,0.782416800000078,50,9,1,2,1,NA,0,1,NA,1,NA,26,26,26,26,13,"0","sub-009",9,14,26,"out-group","in-group","baseline","different"
"4347",4360,4360,4360,4360,34,"overestimator","underestimator",1,3,4,1,1.45148660000007,34,9,4,6,NA,0,0,0,-1,NA,0,27,27,27,27,34,"1","sub-009",9,35,27,"out-group","in-group","baseline","both_low"
